episode,timestep,raw_reward
1,315,-166.43424088805588
2,349,-104.21814720268092
3,358,-104.89357546027406
4,379,-108.00823475377327
5,400,-111.03476293201341
6,415,-114.86510210329422
7,426,-104.55370706637093
8,466,-107.33382704320087
9,477,-103.2297445782274
10,492,-103.14854351669182
11,504,-103.83844385146676
12,523,-106.56867570631191
13,550,-104.52683813490017
14,626,-192.2668952283749
15,808,-314.72082028001336
16,845,-116.59235621005662
17,854,-109.89166572782626
18,905,-146.8062469186019
19,916,-110.03585690117704
20,1000,-179.1055712443798
21,1099,-204.6617790928911
22,1123,-115.95744067529415
23,1156,-129.16449498960256
24,1181,-127.42698992588004
25,1215,-120.70822971406793
26,1256,-119.40158244760228
27,1294,-128.06626439910622
28,1327,-130.13099432743232
29,1372,-137.36584040819957
30,1395,-118.68213046606182
31,1415,-122.83050670114474
32,1444,-115.04170932981395
33,1457,-111.53678573265873
34,1470,-110.36491662840122
35,1511,-117.57166353396198
36,1541,-118.17073769362617
37,1567,-116.60531381533684
38,1623,-124.6299038817881
39,1672,-136.00971483565627
40,1791,-141.91272191050547
41,1963,-143.37215281017183
42,2000,-103.88488780481309
43,2082,-137.5399227744047
44,2138,-128.6708353318441
45,2355,-162.86662917073585
46,2418,-151.78213267252445
47,2462,-135.36153940847618
48,2613,-223.22466692776248
49,2656,-118.20700877612543
50,2712,-116.96462915457207
51,2834,-206.60109008509508
52,2863,-119.31873824588597
53,2996,-194.84148811495845
54,3000,-101.74769908997418
55,3049,-111.69643573776352
56,3084,-128.00879545507374
57,3199,-228.41447096050814
58,3262,-160.35741395920576
59,3327,-148.70496270886986
60,3377,-133.4462958640078
61,3407,-115.73931228927484
62,3460,-138.60871021523076
63,3500,-141.51164992130447
64,3555,-138.744262077264
65,3677,-225.4650477902385
66,3755,-151.92568872553204
67,3787,-127.6181486231482
68,3824,-126.512033244619
69,3917,-214.67774667094977
70,3954,-119.21739989838905
71,4000,-126.4710523713331
72,4238,-327.2851223728934
73,4280,-130.2189958779984
74,4345,-150.78714885529143
75,4418,-165.99496866315735
76,4558,-237.78020584692564
77,4613,-151.62426917678573
78,4730,-198.55260133611466
79,4774,-137.36962672920484
80,4875,-190.86995633506396
81,5000,-191.19847342788802
82,5083,-139.54146058891405
83,5192,-179.11030512467255
84,5231,-135.34553237912203
85,5555,-577.5666187077704
86,5630,-173.1565863556163
87,6000,-565.1473934824237
88,6122,-197.01889281391058
89,6183,-164.57590037719677
90,6683,-638.4210589667099
91,6735,-150.03565451685932
92,6870,-174.6968976269039
93,6919,-139.36556054427092
94,6962,-129.0438877136687
95,7000,-118.90920975961589
96,7120,-223.11589458526032
97,7482,-458.13542207690784
98,7664,-265.04819426537676
99,7751,-116.67930095515754
100,7892,-219.96312408048294
101,8000,-177.34834017553248
102,8043,-131.89863674534655
103,8165,-201.5080423535474
104,8271,-196.7507981764308
105,8308,-128.54390560757201
106,8396,-147.6062928904755
107,8526,-205.9862120860032
108,8721,-202.39419034390284
109,8880,-279.6098620498825
110,8932,-136.41405327689637
111,9000,-105.79705648643858
112,9214,-196.48155241584266
113,9714,-403.66463713626763
114,10000,-341.7423945272886
115,10152,-214.62755025478464
116,10248,-174.4814515355189
117,10637,-179.43394483582864
118,10798,-221.38150634934965
119,11000,-102.24021366574763
120,11147,-223.08959241110472
121,11647,-4.2150907995644085
122,12147,-35.811104566588796
123,12647,-2.821942370861882
124,13147,-2.958788199870202
125,13647,-4.02584417012317
126,14147,-3.6849126488964
127,14647,-8.016827117596941
128,15147,-3.310423256535967
129,15647,-6.77772140174269
130,16147,-7.04305506058774
131,16647,-6.722030960096001
132,17147,-8.193237036694466
133,17647,-5.463935719482624
134,18147,-8.597942694631243
135,18647,-9.346711807724166
136,19147,-11.15034961827794
137,19647,-13.753396840744
138,20147,-14.410320755301763
139,20647,-13.647449495654216
140,21147,-15.412441511026692
141,21647,-15.560026596668685
142,22147,-12.701299151866245
143,22647,-14.281128601687506
144,23147,-14.796841522817338
145,23647,-13.853092665274195
146,24147,-15.336745237930439
147,24647,-14.50204961994438
148,25147,-14.965144057225068
149,25647,-16.856727981889755
150,26147,-16.93708278285166
151,26647,-18.044078012824347
152,27147,-20.76812862058713
153,27647,-16.866344872414217
154,28147,-24.704063086754473
155,28647,-27.017658047807153
156,29147,-30.445496830972754
