episode,timestep,raw_reward
1,1,-101.30370724465678
2,6,-103.17247874128516
3,12,-101.89234574420182
4,24,-108.22451972581331
5,29,-103.43560845668395
6,41,-106.1267139122724
7,49,-102.31687773899155
8,70,-117.17480947628474
9,80,-105.90045210389877
10,86,-105.64874546241948
11,96,-101.89826631546194
12,111,-105.39763775782549
13,116,-102.11521481949156
14,120,-101.44432579367339
15,127,-104.59033920224529
16,134,-103.6574865142841
17,139,-101.71456659968722
18,144,-102.31338740992759
19,152,-102.70095594804633
20,156,-101.738490552487
21,161,-102.70968551527635
22,165,-101.7503081673296
23,170,-102.36669594226277
24,179,-102.709728582768
25,192,-117.09050322144755
26,198,-101.84597798092595
27,206,-103.02930198781549
28,209,-103.45876075214402
29,215,-101.64017351839935
30,218,-102.67432215333582
31,230,-101.87015538101971
32,236,-101.86278576546373
33,250,-103.0870462953422
34,259,-102.52405637637894
35,262,-102.69218046994978
36,274,-111.95270766362735
37,282,-102.34099705837141
38,290,-103.40055665312747
39,301,-103.33533991530517
40,311,-102.42558758803466
41,350,-110.57849476880513
42,383,-124.48282367704455
43,391,-102.25928629531828
44,396,-102.91359613512603
45,399,-101.8478651854648
46,403,-101.72867863173907
47,406,-101.68129644076207
48,420,-111.95163161880274
49,430,-102.89206263200475
50,437,-101.85831176265165
51,448,-103.35043198559848
52,459,-102.5249980066192
53,470,-103.0572552017083
54,485,-112.64164101612273
55,495,-105.7381649617757
56,502,-102.34778491490594
57,511,-101.99641841058767
58,520,-101.75297942881524
59,531,-101.52937335434018
60,539,-101.71957260490673
61,551,-101.3785420259567
62,558,-101.56751418729137
63,566,-101.47324125613599
64,575,-102.18400046138521
65,590,-102.15545717963748
66,601,-102.16472332787527
67,607,-101.62626467406145
68,617,-101.47047955927827
69,629,-101.3223786552984
70,636,-101.42709463337971
71,641,-101.34641294108837
72,646,-101.55061894956897
73,654,-102.30025563297683
74,674,-115.76507567566276
75,681,-104.36766514042708
76,687,-102.82525976823587
77,692,-102.5638833016423
78,698,-102.6954488302307
79,725,-124.47904931602739
80,732,-103.27741299842671
81,738,-103.64828012409468
82,753,-111.94324032767527
83,759,-101.78591671056105
84,766,-102.33950041119323
85,774,-103.64028781241112
86,780,-101.80266066116204
87,788,-102.68528337478024
88,793,-102.18124555854756
89,804,-104.67239444336543
90,824,-114.2895044880934
91,829,-101.68107289713681
92,847,-111.35728587307538
93,861,-105.99223860056338
94,869,-101.9924121630929
95,878,-103.2419111331407
96,886,-103.28478669434158
97,893,-102.21225751390445
98,897,-101.64743729669799
99,905,-101.91521977267193
100,917,-108.1535194723832
101,922,-101.78595120365163
102,933,-106.74405310091014
103,940,-102.77028165025628
104,955,-110.42878990852768
105,963,-102.34047763564146
106,968,-101.60902170554526
107,976,-104.61061946781392
108,982,-101.98173658343738
109,988,-102.44229336763394
110,996,-102.72668530828841
111,1000,-101.41141749271588
112,1006,-102.22898222426883
113,1013,-101.90216921718947
114,1019,-102.67059794146
115,1027,-103.6718862167031
116,1033,-102.15625277374414
117,1038,-102.26356203529402
118,1044,-102.57706017864326
119,1050,-101.9570983470063
120,1056,-102.3037858702648
121,1066,-108.17084996617136
122,1076,-107.45276789636094
123,1088,-110.7850759919495
124,1094,-103.44873233188366
125,1103,-107.02791809068974
126,1114,-109.56636612808077
127,1122,-106.28421103751478
128,1128,-102.93191048625515
129,1134,-103.36571913051732
130,1139,-102.14876974517328
131,1148,-108.18167237241181
132,1154,-103.10663412771306
133,1160,-102.77254636766628
134,1167,-103.82743004728836
135,1173,-102.73618218066925
136,1179,-103.95833502814061
137,1183,-101.63194023909722
138,1192,-107.48233733907497
139,1196,-101.65387523097729
140,1204,-106.73076793696649
141,1214,-109.26795322141203
142,1222,-103.68330416416357
143,1231,-107.50820315170766
144,1237,-103.09144825211044
145,1245,-105.4541013547215
146,1253,-106.01503046559353
147,1261,-107.24483453562877
148,1266,-101.78996128802622
149,1276,-110.25265646323022
150,1282,-101.76601273280056
151,1291,-104.09163934269094
152,1299,-105.54245178558396
153,1305,-102.30938402474636
154,1311,-102.13614504573042
155,1320,-106.40969875808192
156,1326,-103.07631426778677
157,1332,-102.09805551696535
158,1342,-107.88689710842806
159,1348,-102.18226436078677
160,1356,-101.83896393851438
161,1366,-102.35034775384422
162,1390,-108.52209363405521
163,1429,-119.7214985991736
164,1540,-164.25120732737108
165,1581,-121.91390276284356
166,1626,-129.90240739329718
167,2000,-479.3084306186144
168,2155,-290.3557494281721
169,2289,-210.21487312602358
170,2374,-173.9495767365663
171,2741,-432.67952016446486
172,3241,-63.13703924253236
173,3652,-180.78152572140073
174,3816,-138.68026306745276
175,4316,-79.91046226064047
176,4447,-133.26544040167173
177,4472,-119.57316004770809
178,4503,-118.77752212082406
179,4643,-173.64780515217828
180,4674,-120.26265713087813
181,4966,-372.6745680222159
182,5000,-113.49340514908286
183,5500,-35.50266076420336
184,5534,-125.81558693233998
185,6034,-26.115492082249997
186,6534,-34.685928022119
187,6811,-141.45249743768264
188,7000,-120.64264324926012
189,7186,-158.91761268605148
190,7686,-28.91384410012895
191,7721,-127.92343575721839
192,7911,-154.44805026178398
193,8000,-180.04043636910373
194,8059,-136.36297827857845
195,8210,-181.75156302615827
196,8253,-140.00835575968196
197,8313,-152.97639041888488
198,8452,-227.8528676114296
199,8563,-217.24508792884035
200,8617,-146.04052948867007
201,8667,-145.6990009912308
202,8875,-282.50589241511193
203,8931,-131.53837039395995
204,8971,-127.78629887317742
