episode,timestep,raw_reward
1,1,-101.42036362237303
2,7,-102.3162267627214
3,10,-102.27792697685172
4,19,-103.21227243866602
5,29,-103.67862474999198
6,34,-104.32234268683634
7,47,-109.8431464798243
8,60,-102.42592512019974
9,64,-101.72674511872101
10,78,-109.77044119481798
11,85,-101.78423713834759
12,94,-103.22429696154336
13,102,-103.73084951303254
14,113,-107.95640309076072
15,122,-103.80315190637941
16,129,-105.92094298607894
17,139,-102.94508983459203
18,146,-104.08217901317526
19,156,-102.97436796540559
20,172,-106.78393176834147
21,180,-102.01277576046043
22,184,-102.22952507115768
23,189,-106.58009090923682
24,194,-103.3049794445292
25,200,-102.9211172153336
26,208,-107.9180981509801
27,217,-103.35007616579297
28,229,-109.38579803331906
29,257,-122.9481981742855
30,261,-102.25872367289733
31,270,-110.6335427010694
32,285,-104.12422066755775
33,287,-102.51945879169358
34,325,-136.3325538679886
35,336,-102.40720033405998
36,342,-102.27177538980672
37,359,-109.92772213192245
38,363,-102.70606434741157
39,365,-102.50910206253808
40,371,-102.00845265529912
41,378,-104.42088117575256
42,391,-102.93356468183458
43,400,-103.23021329216125
44,406,-106.4557721037257
45,412,-105.91759986337188
46,419,-101.7335684723561
47,422,-101.85762497478069
48,441,-111.75491371983404
49,463,-132.7295509523962
50,471,-102.84056797288969
51,487,-120.3590412962176
52,492,-102.13149767711329
53,507,-102.45569036921654
54,518,-109.76732056334285
55,528,-101.59772369963424
56,544,-102.27918607606527
57,553,-102.08357169832844
58,558,-101.92664852831857
59,568,-106.58076719753205
60,581,-104.19044486490806
61,589,-102.34142297812201
62,595,-102.92217267399664
63,603,-101.96150072789713
64,610,-102.63272014033875
65,632,-115.66966179646676
66,644,-104.23683471312617
67,649,-101.76035495816663
68,664,-104.99912811136652
69,667,-101.6263898252185
70,676,-101.94882689538224
71,681,-102.73254215652629
72,688,-102.14147961323779
73,699,-106.18532045703033
74,709,-103.02812733294707
75,714,-101.68336805639964
76,720,-101.98121280247899
77,730,-102.5515773406176
78,736,-102.08851779887296
79,749,-111.01685435713784
80,758,-102.95067678405557
81,766,-102.26292976312705
82,773,-103.55920347275293
83,839,-163.5799465303448
84,844,-101.77101931591105
85,847,-103.69146792728874
86,854,-105.41409305972628
87,859,-102.22436558106679
88,865,-101.47603286380213
89,872,-103.21697933560766
90,880,-102.5513902892282
91,890,-103.55241412307336
92,906,-110.79877897968295
93,909,-103.01285629411808
94,917,-107.18030573165113
95,926,-103.79343215454749
96,934,-102.40636182989961
97,943,-104.10448931031891
98,950,-102.28734797849599
99,966,-103.69837005626862
100,975,-105.31204069002413
101,989,-103.90493799158935
102,1000,-109.66396827163021
103,1020,-110.40320203315346
104,1026,-101.52214163597758
105,1033,-102.45428537305234
106,1047,-102.06682913612835
107,1054,-102.64322063339735
108,1063,-102.63936391786977
109,1068,-101.85747390761205
110,1077,-102.37817901975369
111,1090,-103.11683658027782
112,1101,-102.26875407673592
113,1111,-110.83717274273305
114,1121,-105.71573172948094
115,1128,-101.53445630878463
116,1136,-102.55954090738302
117,1139,-102.4800160978708
118,1145,-101.66703239427864
119,1153,-106.07759403064658
120,1169,-112.0973792494442
121,1174,-103.04150217846316
122,1179,-102.00631166512001
123,1184,-102.05117317749662
124,1188,-102.04557457958565
125,1200,-108.34833196411697
126,1210,-101.63189292164041
127,1222,-105.03916423905316
128,1233,-106.6650708566841
129,1237,-102.41918238054438
130,1247,-109.49094457236208
131,1251,-101.80966280181454
132,1277,-123.23885103868697
133,1335,-161.21687072864532
134,1342,-102.34063079731173
135,1350,-101.87172062605164
136,1377,-103.94575277555032
137,1384,-101.87943927620674
138,1388,-102.93347239086178
139,1394,-104.40838166134824
140,1399,-101.4868218073409
141,1401,-102.64326111308813
142,1409,-107.04354794351768
143,1418,-102.1987759387971
144,1425,-109.4370326906964
145,1432,-101.49955301333272
146,1438,-101.5064552432088
147,1448,-107.54432586592658
148,1454,-105.58953842379303
149,1462,-102.22711533981337
150,1467,-102.41437489635805
151,1471,-102.33403480129786
152,1479,-103.6353558437745
153,1489,-110.75558691628258
154,1491,-103.2516685980371
155,1503,-103.39977032718352
156,1511,-109.62749766564562
157,1521,-104.21836471765423
158,1528,-104.88869595647618
159,1533,-101.63912658325718
160,1542,-107.23390803236572
161,1548,-101.73264778288271
162,1552,-101.92670007003488
163,1558,-106.74954410669515
164,1562,-102.51369736793707
165,1566,-102.07190641435577
166,1574,-101.91101105896206
167,1583,-102.84050465829222
168,1590,-102.06084001379305
169,1601,-108.76175192043313
170,1604,-102.08411233452368
171,1609,-101.77299840250461
172,1615,-102.74464075473286
173,1619,-101.66372965277276
174,1628,-106.18306498643412
175,1648,-108.47999602950182
176,1652,-101.73687085843444
177,1657,-102.56246850889768
178,1669,-103.86675606261693
179,1673,-102.81818425157782
180,1680,-102.7321356076423
181,1684,-101.40965308483909
182,1689,-103.31555804089989
183,1697,-102.49394247390435
184,1701,-101.56146174935465
185,1706,-103.88775541158716
186,1728,-118.90794114200007
187,1734,-101.47082420150807
188,1741,-102.01265788066631
189,1746,-102.41534468635678
190,1751,-105.2960611828128
191,1772,-105.93430563375107
192,1775,-102.1666751388821
193,1778,-102.44364198243466
194,1790,-102.26124040448788
195,1798,-108.7065632632531
196,1805,-103.17617071441558
197,1819,-103.35874944675254
198,1825,-101.9175831792699
199,1839,-109.48844985183501
200,1850,-101.79465333490323
201,1864,-113.25457091184941
202,1867,-102.14473189649233
203,1878,-102.75317252364496
204,1882,-103.02856559172815
205,1887,-102.90772219831139
206,1894,-102.86958453891808
207,1899,-103.26126651415899
208,1912,-103.8652502422055
209,1919,-102.01118161313532
210,1921,-101.56007954586475
211,1925,-102.10623872127547
212,1929,-101.82082259876344
213,1939,-102.2885787325156
214,1950,-103.46812378798496
215,1960,-109.06615627422228
216,1964,-102.59738377548426
217,1996,-127.37532230416417
218,2000,-101.16728662425903
219,2020,-123.3740367625354
220,2032,-114.40911688478876
221,2045,-102.346574032897
222,2055,-108.77329824923346
223,2061,-103.51273739323169
224,2067,-101.7010835068374
225,2078,-104.44013927894262
226,2090,-103.02495281852651
227,2104,-104.24057021011453
228,2150,-141.19268486728006
229,2159,-103.04507819032756
230,2164,-101.78190827085334
231,2172,-104.33801015931341
232,2184,-103.65075627272769
233,2197,-107.55062643850927
234,2202,-101.94284329784729
235,2215,-104.33554946812724
236,2222,-103.585900521503
237,2225,-101.47628479436277
238,2234,-102.1063767709539
239,2241,-101.77888168464968
240,2253,-108.28602464785602
241,2260,-103.84487536080918
242,2268,-101.96244594631817
243,2271,-101.86211863866494
244,2277,-105.59697230420643
245,2290,-104.45215671005076
246,2293,-102.00158059791985
247,2305,-104.67451993410214
248,2326,-116.24531221309849
249,2332,-102.56285436265182
250,2335,-101.88596397225434
251,2344,-102.35447019560985
252,2352,-102.94357207560859
253,2359,-101.913506989717
254,2382,-115.60125315115945
255,2389,-105.139440727191
256,2409,-104.59901841663314
257,2418,-101.97995268397464
258,2424,-101.98503970683042
259,2428,-101.36785185768638
260,2437,-102.35237166239428
261,2439,-102.9150330600528
262,2452,-103.09156563825674
263,2458,-101.77925654168419
264,2464,-103.34785152731108
265,2482,-105.40358172965354
266,2498,-119.1708674882142
267,2505,-103.17819304402892
268,2534,-123.98089668227412
269,2541,-101.52514414396599
270,2563,-123.98413685064185
271,2568,-101.57077160486863
272,2580,-112.46834418177141
273,2585,-103.0850424495004
274,2610,-121.31323559768322
275,2615,-102.69757022559543
276,2628,-103.46670133267554
277,2635,-102.17961141167872
278,2657,-112.76667458495767
279,2663,-102.86005609210164
280,2673,-102.38194038546683
281,2681,-107.96359718319184
282,2704,-123.53782844775215
283,2714,-108.6795601702075
284,2722,-101.81133219833983
285,2728,-101.93005934267416
286,2739,-112.47763793208767
287,2744,-101.7573425843201
288,2753,-102.8931368119807
289,2766,-102.45987692106432
290,2774,-103.73238705551567
291,2779,-102.31096765347293
292,2854,-167.31052106554029
293,2872,-115.38801956334632
294,2884,-101.9456850827754
295,2895,-104.59726904973833
296,2902,-102.07900526867647
297,2914,-102.29044019227291
298,2922,-103.29875389579719
299,2940,-102.91402465385906
300,2951,-103.41160141374672
301,2957,-102.3521558009222
302,2964,-101.97445608752388
303,2979,-102.26663500461906
304,2988,-101.97317830334741
305,2996,-103.47411939636353
306,3000,-103.59381062641945
307,3006,-103.45619767464655
308,3016,-105.03470034288284
309,3023,-105.69813730037771
310,3039,-103.25586405450207
311,3056,-113.30816599559081
312,3060,-102.16473914474825
313,3079,-103.80787910477927
314,3083,-101.54511490953465
315,3089,-101.47395192710351
316,3098,-102.94228785140008
317,3105,-101.64996758890665
318,3108,-102.50424885207283
319,3119,-102.2754608117051
320,3126,-102.76002342205338
321,3140,-102.74968445089635
322,3148,-103.87363108598925
323,3154,-102.15341864736126
324,3165,-102.62923200150935
325,3171,-102.53384918701111
326,3178,-104.55225023935502
327,3185,-103.5085268441564
328,3193,-106.80228242390467
329,3202,-102.79537114486594
330,3213,-102.54281854282843
331,3283,-161.75071335626728
332,3299,-107.34412455403063
333,3304,-101.85176081870245
334,3324,-115.41698067287027
335,3340,-109.36774080095459
336,3344,-102.91373232724459
337,3348,-101.84327075900882
338,3351,-101.50775043063601
339,3357,-104.46298217059385
340,3379,-112.28724608013773
341,3391,-103.39332405852436
342,3395,-102.0278310832128
343,3404,-107.81043177993911
344,3443,-147.7151534055204
345,3456,-103.72592506031106
346,3466,-102.58846545798231
347,3469,-102.35243041050643
348,3474,-102.15361177980688
349,3517,-165.12240188345538
350,3526,-103.88916317472125
351,3531,-101.81822206376434
352,3549,-115.75388982325252
353,3574,-117.78773775560964
354,3585,-102.56876735074172
355,3601,-102.62934362923521
356,3631,-123.01990129000397
357,3637,-102.94069074379982
358,3644,-101.94934533003124
359,3658,-107.68391346630035
360,3663,-101.88068539582275
361,3687,-118.00175421599717
362,3693,-102.92026857473351
363,3700,-102.2095117596711
364,3717,-104.54141828008161
365,3725,-104.6803986393742
366,3748,-103.40882969691022
367,3763,-114.78629721878015
368,3771,-101.8511914240693
369,3777,-102.65077706607067
370,3788,-103.54828630125286
371,3792,-102.57785371767329
372,3802,-106.89233477707151
373,3808,-102.67234089755247
374,3813,-102.08118682410607
375,3829,-101.73914754148178
376,3841,-103.37111067938963
377,3849,-101.64745506515825
378,3854,-101.87165864648665
379,3858,-103.51282714286623
380,3887,-108.0132661815329
381,3899,-105.61458715732401
382,3907,-102.1042447178418
383,3913,-101.91596650908537
384,3917,-101.92708293158378
385,3929,-103.89536056029874
386,3935,-102.77353884018316
387,3949,-112.19500342634345
388,3957,-102.88857237796817
389,3961,-102.56975756321599
390,3965,-101.65100065311772
391,4000,-140.1917553692938
392,4014,-102.74798171764225
393,4022,-103.40272715928691
394,4032,-103.4927975859346
395,4042,-103.75715942402137
396,4049,-102.60644664158336
397,4066,-113.58360176176305
398,4069,-102.57919409525066
399,4088,-104.32921155773879
400,4095,-103.74269167932684
401,4104,-106.9574281870396
402,4142,-141.83829408995518
403,4151,-102.35574847402623
404,4156,-102.44392399990652
405,4175,-105.63500389611885
406,4182,-102.8005895823315
407,4203,-116.56042180799231
408,4221,-110.72286752447425
409,4227,-102.29886687901956
410,4240,-115.62429388956822
411,4247,-101.77470643474041
412,4254,-102.86815182760883
413,4273,-104.71470291229666
414,4283,-107.41751021131769
415,4291,-101.81399786710891
416,4302,-103.43307829659427
417,4309,-105.9884202222223
418,4322,-108.68388610232151
419,4326,-102.49393241834132
420,4337,-104.81527555328626
421,4342,-102.18877771344974
422,4361,-103.93350979012543
423,4364,-101.47173035204756
424,4374,-102.16354825727878
425,4378,-102.02470767620164
