episode,timestep,raw_reward
1,1,-104.40216654209854
2,14,-127.4331530134723
3,17,-105.402328770855
4,22,-104.27627715444255
5,32,-124.49028178470797
6,40,-132.2831136943085
7,173,-576.9454285369725
8,196,-176.36723462365086
9,200,-121.26013500203774
10,209,-119.15885234612881
11,211,-104.3696575455916
12,218,-125.64197992449311
13,226,-133.3440482024553
14,243,-199.42985418135007
15,247,-105.2055387702639
16,253,-151.1146510645432
17,257,-107.09795371407647
18,265,-118.06115118415761
19,270,-105.14060533261711
20,273,-115.61083979650488
21,283,-137.9793486414813
22,286,-102.57827381779198
23,293,-125.13607428906437
24,296,-103.58080273270083
25,309,-147.87110235451482
26,313,-114.86122789044775
27,319,-103.97171482533535
28,322,-102.93269274764809
29,326,-108.66237315787589
30,331,-105.98409636347648
31,335,-111.88979006188038
32,348,-122.63430843228616
33,356,-121.90330609105807
34,358,-104.48050034302938
35,362,-107.90499245510105
36,373,-132.08185527806347
37,389,-142.42309995962748
38,397,-118.742537975688
39,403,-109.37952471105189
40,410,-106.2050001733006
41,427,-139.97775602829063
42,480,-281.92687315711805
43,490,-129.03087793855673
44,498,-121.92414115130289
45,513,-118.33992626433826
46,527,-119.03755112247651
47,551,-140.33479908668897
48,562,-123.11243628937495
49,573,-117.86753408674677
50,588,-127.83539771549982
51,601,-121.27820038971065
52,611,-119.18560729797358
53,623,-111.04584120739463
54,634,-121.7744537640379
55,661,-129.16132492435904
56,674,-115.72764474426594
57,693,-138.00844658708482
58,714,-121.12081121510765
59,733,-111.57809731982847
60,755,-107.34585228560863
61,1000,-205.8324495017969
62,1019,-105.80808657103053
63,1031,-104.01444755280282
64,1047,-103.8497834325797
65,1072,-112.19766353393112
66,1081,-103.09609666125242
67,1092,-103.2356202297662
68,1107,-104.40985682851102
69,1119,-103.84558832528784
70,1134,-103.98535973750334
71,1142,-102.58653043939661
72,1154,-104.92652131209256
73,1165,-104.65720492112054
74,1178,-103.67747777869798
75,1194,-108.60802732913598
76,1206,-104.35486559307736
77,1219,-104.43692177622258
78,1229,-102.87648894196532
79,1241,-103.94994494163521
80,1250,-103.78654498613362
81,1267,-105.22987900289951
82,1281,-105.88860245859748
83,1289,-104.13276728295943
84,1303,-108.39040995497471
85,1315,-104.76052905333358
86,1327,-104.91879924407661
87,1345,-106.08395799673886
88,1364,-107.42812874023173
89,1381,-106.13034111048867
90,1394,-108.02667141896127
91,1424,-110.09405055390917
92,1482,-120.80881916005153
93,1523,-117.82925588491699
94,1544,-108.89570851604732
95,1608,-126.56429601619558
96,1676,-136.84675056387786
97,1720,-115.13772274634532
98,1831,-150.00340563186063
99,1982,-162.9005571339305
100,2000,-105.3027967581093
101,2076,-126.43536513197229
102,2153,-135.94628064294085
103,2212,-131.07672039983478
104,2253,-119.60232244041997
105,2753,-163.12391835004868
106,2806,-123.33625057501217
107,2911,-150.91909331617305
108,2991,-130.19761853119377
109,3000,-103.63768685113816
110,3400,-256.0145715148554
111,3476,-145.09161274868256
112,3623,-151.85039965172948
113,3817,-174.39022797002508
114,3924,-133.94555068708425
115,4000,-132.0491654894102
116,4063,-124.02897717608838
117,4211,-151.3424185183078
118,4319,-156.4331401721608
119,4726,-230.06697019034698
120,4818,-153.58952985012502
121,4898,-124.47810866994382
122,5000,-129.49021903948963
123,5070,-133.32038978260073
124,5570,-111.91005805379888
125,5628,-133.98328733509678
126,5744,-125.28327979922867
127,5943,-136.7580548637299
128,6000,-121.11962102677539
129,6148,-128.03281795188485
130,6381,-156.5810104353509
131,6564,-180.55500492617426
132,7000,-194.17858538123107
133,7079,-123.95369792003825
134,7181,-135.00112383364169
135,7310,-141.31785049820905
136,7441,-145.80853240058053
137,7725,-165.7880776832759
138,7798,-112.79197123016854
139,7882,-122.53551737769519
140,8000,-131.0659196058091
141,8104,-122.8889987775699
142,8162,-120.44322984823184
143,8398,-168.47043696591595
144,8717,-248.66611167968904
145,9000,-158.91339584597523
146,9343,-179.6096484207339
147,9843,-111.59278064447369
148,10000,-118.19737857413688
149,10500,-55.53033709963462
150,10555,-115.55599433283592
151,11000,-144.9629343937542
152,11150,-127.82330211354727
153,11399,-159.56709542615624
154,11576,-141.83013491938883
155,11727,-124.95866143645537
156,11866,-159.3226130073514
157,11964,-131.5638066951713
158,12000,-116.19289179457587
159,12110,-136.9673517078781
160,12230,-136.43973023950932
161,12295,-115.167233759767
162,12442,-161.45766466062454
163,12643,-137.01823770356486
164,12893,-195.2770215825173
165,12972,-121.16122579520196
166,13000,-110.93108959125335
167,13500,-50.82019490422798
168,13612,-162.93703462276272
169,13705,-113.87848139595502
170,13764,-108.84304853814665
171,13963,-192.92045451558488
172,14000,-110.44322360916226
173,14119,-143.71111448510388
174,14257,-163.58547318082267
175,14398,-178.9440399698521
176,14546,-129.61296419355818
177,14725,-165.2866295598544
178,15000,-127.29527176739535
179,15500,-53.18507605931951
180,15626,-131.03505460101016
181,15730,-116.86236103864682
182,15894,-131.03406632390855
183,15989,-116.04683375922468
184,16000,-103.30658965418873
185,16093,-133.91932312573218
186,16397,-157.69539720429339
187,16472,-120.15594943837087
188,16652,-159.50136502380792
189,17000,-158.06698099514537
190,17073,-130.50242916701788
191,17182,-137.66579045489019
192,17474,-268.93849153546864
193,17545,-129.68675980254187
194,17675,-150.7704181720717
195,17987,-160.9300580262291
196,18000,-104.61944500097454
197,18237,-144.32014159085202
198,18737,-268.8428895013767
199,18834,-184.57838750695498
200,19000,-127.3264960121825
201,19102,-124.45437928780947
202,19169,-112.38312665431368
203,19669,-56.32508704366419
204,19803,-164.98573514523235
205,19916,-161.87822115086277
206,20000,-109.2886684448978
207,20114,-117.4533156375244
208,20454,-238.61938854988395
209,20660,-181.50343678613064
210,21000,-135.697358135003
211,21389,-290.766765542156
212,21889,-145.65956528245053
213,22000,-120.38677661952164
214,22500,-134.85298121676271
215,23000,-145.74944756296856
216,23073,-112.83003398931037
217,23328,-196.1715307829148
218,23496,-152.47965394106092
219,23675,-161.9458731759412
220,24000,-154.51272720405535
221,24075,-119.62938989212093
222,24157,-123.91822602317066
223,24393,-200.8073010485889
224,24470,-115.39550594689747
225,24568,-147.07286044897057
226,25000,-235.81922005841022
227,25099,-125.05461123123582
228,25198,-130.04888043524787
229,25337,-132.44905379928088
230,25553,-164.62867557707568
231,25651,-131.6854652489852
232,25739,-119.15413472994516
233,26000,-128.2299212256445
234,26195,-134.31996397879757
235,26382,-162.9774680725695
236,26532,-140.3224435703445
237,26753,-167.11425502863187
238,26906,-154.7083202288974
239,27000,-119.15839948206454
240,27158,-169.30190492479153
241,27404,-182.86938812764015
242,27570,-148.65963127382307
243,27902,-204.88517032939686
244,28000,-115.81278384594545
245,28217,-135.55674304682105
246,28357,-138.36980393524038
247,28497,-161.52101622459682
248,28677,-150.3199787068184
249,28797,-139.8530792842659
250,29000,-113.68856078380986
251,29173,-147.76423776714768
252,29636,-177.144440401529
253,30000,-131.3535488082347
254,30284,-182.4745807247764
255,30518,-160.7132930936553
256,30645,-147.20531785647785
257,30757,-130.38214897000051
258,30849,-116.97927004531743
259,31000,-111.36222113516241
260,31497,-195.21544323174936
261,31819,-226.53041093691195
262,31919,-135.4753106197186
263,32000,-110.06658403535893
264,32500,-12.930337540861094
265,32709,-171.69340708845343
266,33000,-120.38222836814573
267,33130,-144.14637477024243
268,33336,-174.87160945998724
269,33595,-219.94477901293897
270,33828,-197.56031576943383
271,34000,-119.81009355707326
272,34192,-164.05496408432595
273,34511,-163.1802878495078
274,34614,-144.15374131119844
275,34824,-174.88082934044274
276,34911,-129.70061713398547
277,35000,-114.08846126998183
278,35159,-161.11486093832036
279,35301,-156.47802154716913
280,35431,-153.02289597649556
281,35808,-163.35946349905146
282,35957,-141.93254407707965
283,36000,-106.33668457581587
284,36159,-152.39778981032643
285,36269,-133.4891394914367
286,36372,-140.72321897974632
287,36783,-280.5069025079697
288,36951,-162.72409014014065
289,37000,-106.52754395370407
290,37139,-123.95846032658497
291,37639,-119.96145507834922
292,37776,-141.4948008760549
293,38000,-115.86699685388015
294,38152,-141.65748377078046
295,38532,-174.5477914613128
296,39000,-128.32028670842328
297,39500,-36.46994524264613
298,39791,-158.8745266477831
299,40000,-119.30208693081396
300,40171,-142.39678383023295
301,40286,-142.19774608463194
302,40699,-179.7812702976769
303,41000,-127.3725428178138
304,41500,-58.35130607376303
305,41716,-138.70172969897797
306,41966,-161.74057517487273
307,42000,-105.81268365389062
308,42459,-188.51362769126035
309,42606,-146.37564400315284
310,43000,-134.37620580024347
