episode,timestep,raw_reward
1,1,-100.3880782294728
2,88,-113.40953543420716
3,148,-114.5508211298204
4,367,-118.2137987271777
5,436,-112.67808459529691
6,500,-113.32898148210401
7,582,-114.76365741625364
8,686,-112.50799449051885
9,858,-115.75868917237142
10,1000,-109.2452611773007
11,1083,-112.2698024796285
12,1186,-114.2003324682653
13,1279,-116.38798768843468
14,1363,-115.22281025611245
15,1417,-112.53455357961477
16,1559,-118.93337044259766
17,1666,-112.61042281822598
18,1853,-115.75290658380136
19,1916,-112.60833902416287
20,2000,-113.59427948652913
21,2054,-110.66063125930393
22,2135,-115.4943360887575
23,2355,-118.076957133916
24,2444,-114.1088778888263
25,2503,-111.50208515374445
26,2571,-114.62455337998101
27,2621,-110.45024158131292
28,2689,-114.23142301373562
29,2786,-116.60286758389037
30,2896,-118.89732607129471
31,2996,-119.04311660717232
32,3000,-100.5150484004685
33,3055,-112.94978386614022
34,3238,-115.4873294361414
35,3457,-120.12582690585475
36,3725,-120.89418058970145
37,3850,-117.95785864626363
38,3915,-113.13006654268837
39,3969,-112.20011843969223
40,4000,-101.98719238991006
41,4065,-114.57699362202118
42,4131,-112.75286516847
43,4225,-112.70833357121701
44,4316,-113.53155861273346
45,4375,-112.48761398225228
46,4504,-111.33027903137862
47,4581,-114.70608316928931
48,4725,-116.7548185655415
49,4792,-111.06926723683159
50,4853,-112.09655851554075
51,4963,-121.28462527435042
52,5000,-102.35206508139889
53,5063,-111.39352583994722
54,5148,-113.9540054877755
55,5338,-117.41436569639134
56,5388,-112.41269692454662
57,5511,-114.06137560723363
58,5600,-114.98032180599532
59,5718,-113.69563479211347
60,5821,-116.38975039019128
61,5885,-113.14232572322037
62,5985,-114.14322650383662
63,6000,-100.97478507104108
64,6136,-115.98829272031912
65,6216,-117.1422420968465
66,6424,-118.14594450202091
67,6538,-116.20139964960423
68,6670,-113.17350425301152
69,6741,-115.9382998558034
70,6854,-112.00869442532182
71,6937,-117.06500525203494
72,7000,-106.1439796485126
73,7082,-113.99024575212223
74,7154,-113.18323929621543
75,7257,-112.89788075333408
76,7384,-121.05161507503075
77,7456,-115.11977118861459
78,7563,-113.58885038998349
79,7678,-115.43807738702517
80,7765,-114.6854088500345
81,7826,-112.22110622774696
82,7962,-115.21936392650275
83,8000,-102.67936062255761
84,8085,-112.22636496784138
85,8431,-124.18634531453596
86,8519,-115.90110968930406
87,8729,-118.4862087832872
88,8773,-111.20500887836535
89,8921,-114.91268808380104
90,9000,-105.34383526264168
91,9088,-115.167499517669
92,9155,-114.16639404023066
93,9256,-112.53942439931366
94,9381,-113.33007546300915
95,9501,-115.75083480653032
96,9598,-114.61017732986278
97,9675,-114.67498624785837
98,9783,-114.09513594788415
99,9841,-114.72190356697523
100,9914,-107.38960161791243
101,10000,-106.55591978237304
102,10104,-113.38407650046315
103,10154,-110.81334685540794
104,10300,-115.63797719635457
105,10355,-112.06569395482214
106,10535,-118.08785811936212
107,10583,-111.51351772229371
108,10646,-114.00978902548829
109,10922,-122.21796857110719
110,10966,-111.59441531022487
111,11000,-104.07782052970373
112,11089,-115.22536734168439
113,11163,-115.58245712398401
114,11265,-116.67040154321563
115,11317,-112.01045662562964
116,11400,-113.13176164057174
117,11477,-113.176280692171
118,11539,-113.76761154789176
119,11611,-112.71848450034648
120,11665,-111.52103634286631
121,11717,-112.90638156820052
122,11772,-112.85725855446452
123,11828,-112.49564145216543
124,11905,-113.37469423194642
125,12000,-117.08805249242768
126,12120,-114.65717101653287
127,12279,-119.10423423745753
128,12338,-111.83823965670103
129,12441,-118.46113338603152
130,12609,-116.49344304828709
131,12794,-118.63564796221975
132,12859,-114.16271181495674
133,12927,-108.27928043732483
134,13000,-110.68337741477751
135,13164,-122.39845303832814
136,13252,-114.70571780413854
137,13332,-114.68214819755377
138,13446,-115.84958768775913
139,13513,-113.87427682792304
140,13587,-113.05403517684077
141,13691,-112.89268400144758
142,13760,-114.2221029957296
143,13816,-112.81120549832458
144,13933,-119.10363520575886
145,14000,-111.4455805201354
146,14054,-111.70031479298041
147,14131,-113.00005173084148
148,14223,-114.99442043182265
149,14346,-113.59782954287357
150,14397,-112.4535169519464
151,14494,-117.78142638978329
152,14551,-113.23186008207736
153,14686,-113.70276085162938
154,14775,-114.37570924987808
155,14850,-112.82621362080454
156,14921,-111.60387175818323
157,15000,-108.5359671443337
158,15119,-110.58302043202018
159,15200,-116.52525456766779
160,15256,-111.22566816983758
161,15416,-113.7729956533377
162,15621,-114.960735622344
163,15794,-119.16212128299577
164,15895,-117.14509183350032
165,15966,-113.41083313086116
166,16000,-106.36219548254405
167,16044,-109.99187781080037
168,16250,-115.95274230679533
169,16345,-112.55723726477027
170,16446,-112.99737119545543
171,16622,-118.31386331748672
172,16680,-114.04889216032765
173,16876,-117.5663658819523
174,16985,-114.44096153727979
175,17000,-100.85684963367697
176,17089,-111.43893235669987
177,17156,-111.83308498213084
178,17269,-113.12537803186086
179,17335,-114.76725849820389
180,17488,-117.67267179510172
181,17730,-118.12529381858752
182,17826,-116.70075089065803
183,17899,-108.82277897613638
184,17966,-113.57292542141971
185,18000,-102.47601048329602
186,18058,-111.40828783197054
187,18150,-116.07152476682197
188,18253,-112.9939585688486
189,18446,-115.18461227641708
190,18496,-111.23320417008854
191,18623,-115.05903071393155
192,18677,-113.28723122209438
193,18766,-113.89117227095522
194,18844,-113.66878084115545
195,18915,-114.6280857052007
196,18990,-114.77597343875466
197,19000,-101.97524020637576
198,19103,-113.57776699842677
199,19225,-115.26272719798342
200,19292,-114.26703725689127
201,19351,-113.57262662750769
202,19532,-112.0330637922279
203,19595,-112.50297216456205
204,19808,-118.11202682783993
205,20000,-115.56986158983659
206,20214,-117.46668044966478
207,20334,-113.84103039370953
208,20467,-114.51685269638406
209,20561,-117.06366931867984
210,20622,-113.74828520246882
211,20773,-117.13653477592578
212,20936,-123.13675462682829
213,21000,-108.5630064420982
214,21059,-112.07464790386112
215,21179,-116.93451613813853
216,21329,-115.8272321142585
217,21395,-115.46465654970197
218,21499,-121.55498833691462
219,21574,-113.8947438094008
220,21619,-111.16467385021899
221,21688,-112.72728100446938
222,21763,-112.1786340056805
223,21842,-115.69886099660863
224,21918,-114.5430789758239
225,22000,-105.12715208400705
226,22061,-113.82654600757779
227,22211,-112.00088661833904
228,22281,-113.23081432625824
229,22341,-112.9841910129591
230,22410,-113.90717428038407
231,22561,-115.4304779344661
232,22723,-114.71535761786524
233,22931,-118.68143891081418
234,23000,-104.35611805399881
235,23117,-114.05659070246843
236,23250,-113.07893786617299
237,23319,-114.69447988911196
238,23572,-119.64093170521757
239,23713,-111.8312653824072
240,23794,-112.79896265749849
241,23904,-116.47556159118662
242,23972,-113.34431379212438
243,24000,-101.27354177163114
244,24060,-110.93053725489918
245,24166,-116.46440192798144
246,24278,-112.92621534155539
247,24363,-116.25038164375732
248,24487,-111.90352026299328
249,24588,-114.59261616994458
250,24655,-114.8630901703505
251,24703,-111.36227777619996
252,24761,-113.63565751043282
253,24844,-112.80653876207627
254,24898,-113.06352860416804
255,24994,-112.43615124841747
256,25000,-100.79702781282668
257,25059,-112.03036835339802
258,25139,-111.73879670532514
259,25236,-112.62641894915095
260,25310,-111.09605992122107
261,25384,-111.9315575171785
262,25491,-110.58932259834145
263,25559,-110.96010068218422
264,25650,-110.61180013801109
265,25712,-111.54519329416306
266,25772,-111.26000918067416
267,25900,-110.04869973053442
268,26000,-108.24928124849438
269,26107,-109.89324971406273
270,26175,-110.61089391744238
271,26253,-110.80887503635941
272,26340,-114.13775077794776
273,26464,-118.58127798860642
274,26626,-117.63660566027937
275,26740,-118.69165105447071
276,26826,-116.86395127797651
277,27000,-105.16321107627702
278,27110,-118.65394259559747
279,27297,-117.0728086616059
280,27662,-120.18710152330969
281,28000,-100.93451786004117
282,28341,-133.70820592413645
283,28547,-125.20471008964276
284,28923,-128.7849619390407
285,29000,-103.91133264787399
286,29330,-129.60528242770144
287,29538,-140.97454562109863
288,29908,-156.78141145194866
289,30408,-7.588644496357416
290,30908,-61.97222001155485
291,31000,-104.19899092169574
292,31500,-53.50642019320069
293,32000,-140.6769642882841
294,32500,-68.5345834094082
295,33000,-112.6917797609003
296,33080,-111.37051859227151
297,33165,-111.87785791488028
298,33259,-112.9540848078177
299,33759,-7.231782204790905
300,33857,-113.66876971709817
301,33958,-113.91691764719769
302,34000,-102.84292831562077
303,34089,-112.51883974030146
304,34166,-111.14889019494109
305,34242,-110.97022047804619
306,34314,-110.56615609255076
307,34814,-10.492027181181788
308,34910,-113.31650640452487
309,35000,-111.66354416733294
310,35500,-8.526186419834776
311,36000,-111.61357603760896
312,36500,-6.583581858908306
313,36591,-111.9032878206044
314,36674,-111.06249452878592
315,37000,-105.01422022609377
316,37111,-114.3998175433528
317,37201,-111.81950306286296
318,37701,-7.577507579752406
319,37812,-114.67373668474536
320,37894,-111.14050274446313
321,38000,-102.89334921589933
322,38090,-111.75908912221291
323,38590,-6.987580242854369
324,39000,-105.47384378609266
325,39500,-7.551146452392888
326,40000,-105.82689021519558
327,40092,-111.9109244886738
328,40592,-5.879133096786002
329,41000,-105.68475888905877
330,41500,-6.945331486211515
331,41791,-114.82134566410097
332,42000,-103.22306451203751
333,42229,-114.9601873650548
334,42564,-127.20443474411059
335,42646,-111.34050056019028
336,42726,-110.93574796018068
